"pred","pred_low","pred_high","pred_se"
-0.20858778445509,-0.928002715,0.54124445,0.517770963966023
0.959204926832335,0.20110401,1.358807724,0.40314569797253
-0.674364393744511,-1.102613339,-0.064701284,0.327397444997828
0.175566698888224,-0.626490837,0.722684543,0.286577814433872
2.03192033340319,0.9131446305,2.435609568,0.409240048244836
-1.04829101252495,-1.537621767,-0.243093017,0.328883641118989
0.0327960650419162,-0.648960197,0.850501464,0.439902251493511
0.615149689726547,0.063555925,1.358807724,0.431249622719603
-0.675633494111776,-1.074671609,0.193890758,0.335841963194238
-1.17826942158483,-1.537621767,-0.604021477,0.32500003106309
2.11266823205389,1.14571185,2.435609568,0.367377082753163
-0.227547407812375,-0.893691851,0.601101952,0.41767211603106
-0.770840467662675,-1.102613339,-0.12287372,0.275431950173329
1.15308320479242,0.446531257,2.179436575,0.4234520336915
0.215458558431138,-0.353518777,1.042853682,0.371009038897197
-1.31778214358683,-1.537621767,-0.635988206,0.301428912692554
0.717711012976048,0.063555925,1.358807724,0.454656164726065
-0.947956426712575,-1.537621767,-0.243093017,0.226087761262011
-0.855566430992016,-1.102613339,-0.243093017,0.214540651706546
-0.907177524129741,-1.537621767,-0.1829833685,0.265593347457596
0.9741588980499,0.082951471,2.179436575,0.577947825794932
-1.19505834079641,-1.537621767,-0.635988206,0.331317441767422
1.30525504300599,0.538620713,2.435609568,0.546967484626174
-0.118309640125749,-0.86120569,0.378729717,0.288966727528263
-0.0335567845169661,-0.928002715,0.54124445,0.494994849799305
-0.64341055691018,-1.102613339,0.242901488,0.41616646408232
-0.0663433884830339,-0.7323538675,0.850501464,0.37517471651768
1.11621131939721,0.1678256065,2.179436575,0.468240086101094
-0.587845575091816,-1.046729879,0.193890758,0.365072128623757
0.270997974944112,-0.353518777,1.305970376,0.350880036186632
1.99251185073453,0.7221975165,2.435609568,0.460725076423565
-0.666160304261477,-0.981861513,0.193890758,0.306684200001976
-0.694403189684631,-1.102613339,0.1844066235,0.33983983347784
0.88560125994012,0.082951471,1.358807724,0.449221971045609
0.679722592996008,-0.353518777,1.358807724,0.524029041334073
0.184802705840319,-0.353518777,0.850501464,0.364011657847304
-0.80136743493014,-1.102613339,0.063555925,0.292228702719796
0.226594071203593,-0.3423806855,0.850501464,0.316586974147431
-0.9146177190499,-1.537621767,-0.243093017,0.226646865171018
2.05059479294611,1.14571185,2.435609568,0.389523620462391
-1.31525912205788,-1.537621767,-0.635988206,0.302205212530221
1.0032171031497,0.115217417,2.0086091895,0.431326089982757
-0.0663178226546906,-0.496561085,0.850501464,0.340150937505703
-0.155731642734531,-0.893691851,0.850501464,0.394138546697944
-0.406039901528942,-0.928002715,0.378729717,0.438317880131794
1.1655796139521,0.538620713,2.435609568,0.54248666071102
-0.117009176694611,-0.828719529,0.850501464,0.406700629750783
-0.660489034097804,-1.102613339,0.1545540875,0.32295963770377
-0.461370713065868,-1.046729879,0.242901488,0.419935891102294
-1.15229334739721,-1.537621767,-0.635988206,0.321233080801573
